months_as_customer,policy_deductable,policy_annual_premium,umbrella_limit,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,total_claim_amount,fraud_reported,injury_share,vehicle_share,property_share,claim_to_premium,claim_to_deductible,has_umbrella_policy
78,1000,1554.64,4000000,Single Vehicle Collision,Front Collision,Major Damage,Other,NO,55660,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,35.80250090053002,55.66,1
129,1000,1377.94,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,44640,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,32.39618561040393,44.64,0
283,2000,1313.33,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Not recorded,77660,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,59.132129776979134,38.83,0
85,500,1259.02,0,Parked Car,No Collision,Trivial Damage,Police,NO,5640,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,4.4796746675986086,11.28,0
101,1000,1371.88,0,Parked Car,No Collision,Trivial Damage,Police,Not recorded,3190,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,2.32527626323002,3.19,0
96,500,1399.27,6000000,Single Vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,53440,0,0.0,0.875,0.125,38.19134262865637,106.88,1
121,1000,1061.98,6000000,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NO,65250,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,61.44183506280721,65.25,1
176,500,1365.46,4000000,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,44280,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,32.4286321093258,88.56,1
159,1000,894.4,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,YES,70290,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,78.58899821109124,70.29,0
120,500,956.69,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,Not recorded,87100,0,0.1,0.8,0.1,91.04307560442776,174.2,0
212,2000,1123.89,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Not recorded,50380,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,44.82645098719625,25.19,0
290,500,1085.03,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,64800,1,0.2,0.7,0.1,59.72185100872787,129.6,0
299,2000,1437.33,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,YES,70400,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,48.97970542603299,35.2,0
66,1000,988.29,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,Not recorded,57860,1,0.0,0.8181818181818182,0.18181818181818182,58.545568608404416,57.86,0
334,500,1238.89,0,Vehicle Theft,No Collision,Minor Damage,Police,Not recorded,6240,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,5.036766783168804,12.48,0
216,1000,1384.64,5000000,Single Vehicle Collision,Rear Collision,Total Loss,Police,Not recorded,66600,1,0.25,0.5833333333333334,0.16666666666666666,48.09914490409059,66.6,1
86,2000,1595.07,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,YES,70920,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,44.46199853297975,35.46,0
429,1000,1127.89,6000000,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,39480,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,35.003413453439606,39.48,1
257,2000,929.7,6000000,Single Vehicle Collision,Front Collision,Total Loss,Other,Not recorded,63240,0,0.16666666666666666,0.75,0.08333333333333333,68.0219425621168,31.62,1
15,1000,1829.63,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,YES,67650,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,36.97468887152047,67.65,0
230,1000,904.7,7000000,Single Vehicle Collision,Front Collision,Major Damage,Fire,Not recorded,74200,1,0.2,0.6,0.2,82.01613794628054,74.2,1
250,1000,1243.84,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,YES,64900,0,0.2,0.6,0.2,52.17712889117572,64.9,0
270,2000,1030.95,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Not recorded,35900,1,0.2,0.7,0.1,34.82225132159658,17.95,0
65,500,1285.03,3000000,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NO,52200,0,0.1,0.7,0.2,40.62161972872229,104.4,1
475,500,1216.56,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,Not recorded,78000,0,0.08333333333333333,0.75,0.16666666666666666,64.11521010061156,156.0,0
77,2000,966.26,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,67200,0,0.1,0.8,0.1,69.54649887193924,33.6,0
256,500,1203.17,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NO,63250,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,52.569462336993105,126.5,0
229,2000,1212.12,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,YES,68760,0,0.16666666666666666,0.75,0.08333333333333333,56.727056727056734,34.38,0
110,1000,1573.93,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,YES,65040,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,41.323311710177705,65.04,0
177,1000,1609.67,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Not recorded,82800,1,0.25,0.5833333333333334,0.16666666666666666,51.43911484962756,82.8,0
292,500,1097.57,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NO,61700,0,0.1,0.8,0.1,56.21509334256585,123.4,0
451,2000,1618.65,2000000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,78100,1,0.2,0.7,0.1,48.25008494733265,39.05,1
61,500,922.67,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,65520,1,0.14285714285714285,0.7142857142857143,0.14285714285714285,71.01130414991276,131.04,0
150,1000,1342.02,0,Parked Car,No Collision,Trivial Damage,Police,YES,4500,0,0.1,0.8,0.1,3.353154200384495,4.5,0
283,500,1195.01,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NO,42700,1,0.0,0.8571428571428571,0.14285714285714285,35.73191856135095,85.4,0
291,1000,994.74,0,Parked Car,No Collision,Minor Damage,Police,NO,5580,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,5.609506001568249,5.58,0
162,1000,1050.24,0,Parked Car,No Collision,Minor Damage,Police,Not recorded,3600,1,0.1,0.7,0.2,3.4277879341864717,3.6,0
154,2000,1313.51,7000000,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,2800,0,0.1,0.8,0.1,2.1316929448576714,1.4,1
289,2000,1102.29,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NO,54000,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,48.98892306017473,27.0,0
10,1000,1185.78,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,Not recorded,48950,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,41.280844676078196,48.95,0
309,500,1527.95,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,YES,77800,0,0.2,0.6,0.2,50.91789652802775,155.6,0
396,1000,1366.39,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,YES,52560,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,38.466323670401565,52.56,0
273,1000,1403.9,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,Not recorded,44110,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,31.419616781822064,44.11,0
129,2000,927.23,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NO,74360,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,80.1958521618153,37.18,0
140,2000,1554.86,6000000,Parked Car,No Collision,Minor Damage,Police,YES,6120,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,3.9360456890009394,3.06,1
419,2000,736.07,6000000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,Not recorded,62280,0,0.08333333333333333,0.75,0.16666666666666666,84.61151792628418,31.14,1
315,1000,974.16,6000000,Multi-vehicle Collision,Front Collision,Total Loss,Other,Not recorded,26730,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,27.439024390243905,26.73,1
72,500,973.8,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Not recorded,66200,0,0.1,0.8,0.1,67.98110494968167,132.4,0
32,2000,1260.32,6000000,Single Vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,45500,0,0.2,0.7,0.1,36.1019423638441,22.75,1
230,1000,1464.03,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Not recorded,53040,0,0.08333333333333333,0.8333333333333334,0.08333333333333333,36.22876580397943,53.04,0
157,2000,617.11,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,Not recorded,50800,1,0.2,0.7,0.1,82.31919754986956,25.4,0
265,2000,1724.46,6000000,Multi-vehicle Collision,Side Collision,Total Loss,Police,Not recorded,44200,0,0.1,0.8,0.1,25.631212089581666,22.1,1
47,500,1161.31,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,YES,62920,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,54.18019305783986,125.84,0
113,2000,1091.73,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,Not recorded,49950,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,45.75307081421231,24.975,0
289,2000,1209.07,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,56430,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,46.67223568527877,28.215,0
254,2000,1241.04,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NO,100210,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,80.74679301231225,50.105,0
115,500,1757.21,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,49140,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,27.964785085447954,98.28,0
236,1000,802.24,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NO,66840,0,0.25,0.6666666666666666,0.08333333333333333,83.31671320303151,66.84,0
7,1000,1342.72,0,Single Vehicle Collision,Front Collision,Total Loss,Other,Not recorded,62460,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,46.51751668255481,62.46,0
208,2000,1209.41,5000000,Multi-vehicle Collision,Side Collision,Total Loss,Other,YES,62810,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,51.93441430118818,31.405,1
126,1000,1141.71,2000000,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,YES,54160,0,0.125,0.75,0.125,47.43761550656471,54.16,1
48,500,1090.03,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,48400,0,0.2,0.7,0.1,44.40244763905581,96.8,0
297,1000,1464.73,3000000,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,51480,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,35.14640923583186,51.48,1
160,1000,1118.58,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NO,51700,0,0.1,0.7,0.2,46.21931377281911,51.7,0
406,2000,1117.04,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,Not recorded,65520,0,0.16666666666666666,0.75,0.08333333333333333,58.655016830194086,32.76,0
157,500,1257.83,7000000,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NO,47700,1,0.1,0.7,0.2,37.922453749711806,95.4,1
146,2000,1082.72,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,5220,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,4.821191074331313,2.61,0
409,1000,1191.8,6000000,Single Vehicle Collision,Side Collision,Major Damage,Other,NO,73320,0,0.08333333333333333,0.75,0.16666666666666666,61.5203893270683,73.32,1
252,1000,1242.02,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,YES,74900,0,0.2,0.7,0.1,60.30498703724578,74.9,0
6,500,1075.71,0,Vehicle Theft,No Collision,Trivial Damage,Police,Not recorded,3190,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,2.965483262217512,6.38,0
103,1000,969.88,6000000,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,76920,0,0.16666666666666666,0.75,0.08333333333333333,79.30878046768673,76.92,1
369,2000,1459.93,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,YES,77990,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,53.4203694697691,38.995,0
261,1000,1245.61,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,59670,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,47.90423968979055,59.67,0
159,2000,1462.76,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,44880,1,0.18181818181818182,0.7272727272727273,0.09090909090909091,30.681724958298012,22.44,0
344,2000,1398.46,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,Not recorded,82830,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,59.22943809619152,41.415,0
437,1000,1269.64,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NO,84480,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,66.53854635959799,84.48,0
65,500,1455.65,4000000,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Not recorded,79800,0,0.2,0.7,0.1,54.820870401538826,159.6,1
280,2000,1140.31,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,53020,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,46.49612824582789,26.51,0
269,500,1330.46,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,Not recorded,24200,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,18.189197721088945,48.4,0
275,2000,1190.6,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Not recorded,43230,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,36.30942381992273,21.615,0
265,500,972.5,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,3190,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,3.2802056555269923,6.38,0
283,2000,1161.91,0,Parked Car,No Collision,Minor Damage,Police,Not recorded,5850,0,0.2222222222222222,0.6666666666666666,0.1111111111111111,5.034813367644654,2.925,0
84,1000,1117.17,0,Parked Car,No Collision,Trivial Damage,Police,YES,6820,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,6.104711010857792,6.82,0
247,2000,1101.51,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NO,69480,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,63.07704877849498,34.74,0
56,1000,1523.17,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Not recorded,94560,0,0.08333333333333333,0.75,0.16666666666666666,62.08105464262032,94.56,0
210,1000,984.45,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,7800,0,0.1,0.8,0.1,7.923205850982782,7.8,0
108,2000,1257.0,4000000,Single Vehicle Collision,Front Collision,Total Loss,Other,NO,61270,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,48.74303898170247,30.635,1
328,500,1434.51,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,Not recorded,71440,0,0.125,0.75,0.125,49.80097733720922,142.88,0
186,2000,1628.0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,YES,55600,0,0.2,0.7,0.1,34.152334152334156,27.8,0
277,500,1412.31,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,5000,0,0.2,0.7,0.1,3.5402992260905894,10.0,0
138,500,1362.87,5000000,Single Vehicle Collision,Side Collision,Minor Damage,Other,NO,95810,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,70.30017536522193,191.62,1
208,1000,1134.68,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NO,69300,0,0.1,0.7,0.2,61.07448796136355,69.3,0
147,1000,1306.78,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Not recorded,81120,0,0.16666666666666666,0.5833333333333334,0.25,62.076248488651494,81.12,0
8,500,1021.9,0,Single Vehicle Collision,Front Collision,Major Damage,Other,Not recorded,91260,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,89.304237205206,182.52,0
297,1000,1538.6,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Not recorded,60600,0,0.1,0.7,0.2,39.38645521903029,60.6,0
150,1000,1354.5,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Not recorded,64800,1,0.1,0.7,0.2,47.840531561461795,64.8,0
4,500,1282.93,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,Not recorded,66880,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,52.130669639029406,133.76,0
210,1000,1346.27,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NO,58200,0,0.1,0.8,0.1,43.230555534922416,58.2,0
91,1000,1338.4,4000000,Single Vehicle Collision,Side Collision,Minor Damage,Police,Not recorded,60570,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,45.25552898983861,60.57,1
167,1000,949.44,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Not recorded,69680,1,0.125,0.75,0.125,73.3906302662622,69.68,0
467,2000,977.4,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,YES,55700,0,0.1,0.7,0.2,56.98792715367301,27.85,0
264,2000,1181.46,10000000,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,YES,62370,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,52.79061500177746,31.185,1
270,500,1187.53,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,Not recorded,54340,0,0.18181818181818182,0.8181818181818182,0.0,45.758843987099276,108.68,0
310,1000,845.16,0,Single Vehicle Collision,Front Collision,Major Damage,Police,YES,55170,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,65.2775805764589,55.17,0
143,500,1442.27,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,Not recorded,58500,0,0.2,0.7,0.1,40.56105999570122,117.0,0
146,2000,1276.43,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Not recorded,59940,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,46.95909685607514,29.97,0
102,500,1075.41,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NO,73400,0,0.1,0.8,0.1,68.25303837606121,146.8,0
61,500,1111.72,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,Not recorded,41850,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,37.644370884755155,83.7,0
255,2000,814.96,6000000,Parked Car,No Collision,Trivial Damage,Police,Not recorded,6400,1,0.1,0.7,0.2,7.853146166683027,3.2,1
211,1000,1575.86,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,3190,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,2.0242914979757085,3.19,0
61,1000,1115.27,0,Parked Car,No Collision,Trivial Damage,Police,YES,5900,0,0.1,0.8,0.1,5.290198785944211,5.9,0
108,2000,1175.7,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NO,57330,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,48.76243939780556,28.665,0
303,500,793.15,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NO,81960,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,103.334804261489,163.92,0
152,500,942.51,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,YES,70400,1,0.09090909090909091,0.6363636363636364,0.2727272727272727,74.69416770113845,140.8,0
120,1000,1056.71,0,Parked Car,No Collision,Minor Damage,Police,NO,3770,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,3.5676770353266267,3.77,0
144,2000,1255.68,6000000,Parked Car,No Collision,Minor Damage,Police,NO,7400,0,0.1,0.7,0.2,5.89322120285423,3.7,1
414,500,1335.13,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,YES,54810,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,41.05218218450637,109.62,0
163,500,1178.95,6000000,Single Vehicle Collision,Rear Collision,Total Loss,Fire,YES,49400,0,0.1,0.7,0.2,41.9016921837228,98.8,1
352,500,1793.16,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,YES,68750,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,38.3401369649111,137.5,0
27,500,1008.38,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NO,61500,0,0.2,0.7,0.1,60.988912909815745,123.0,0
239,500,1396.83,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Not recorded,76890,0,0.09090909090909091,0.7272727272727273,0.18181818181818182,55.046068598183034,153.78,0
33,500,1402.78,5000000,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,56070,0,0.1111111111111111,0.6666666666666666,0.2222222222222222,39.97062974949743,112.14,1
88,1000,1437.88,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NO,56000,0,0.25,0.75,0.0,38.94622638885025,56.0,0
101,1000,1313.64,0,Parked Car,No Collision,Trivial Damage,Police,YES,4290,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,3.2657349045400563,4.29,0
20,500,1482.14,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,Not recorded,60750,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,40.988030820300374,121.5,0
126,2000,1171.75,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,Not recorded,48730,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,41.58736931939407,24.365,0
264,2000,1353.33,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,YES,95150,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,70.30805494594814,47.575,0
78,500,1175.51,0,Vehicle Theft,No Collision,Minor Damage,Police,Not recorded,7480,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,6.363195549165894,14.96,0
123,2000,1836.02,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Not recorded,79800,1,0.16666666666666666,0.75,0.08333333333333333,43.46357882811734,39.9,0
347,500,1480.79,9000000,Single Vehicle Collision,Side Collision,Total Loss,Other,YES,103560,0,0.08333333333333333,0.75,0.16666666666666666,69.93564246111873,207.12,1
163,2000,1453.92,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,79500,0,0.2,0.7,0.1,54.679762297788045,39.75,0
271,500,1340.71,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NO,76230,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,56.85793348300527,152.46,0
410,2000,714.03,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,YES,59520,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,83.35784210747448,29.76,0
448,2000,1376.16,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,NO,47760,1,0.125,0.75,0.125,34.705266829438436,23.88,0
218,500,914.22,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NO,84590,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,92.52696287545668,169.18,0
43,1000,1601.47,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,YES,61650,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,38.49588190849657,61.65,0
33,1000,1096.79,6000000,Single Vehicle Collision,Rear Collision,Major Damage,Police,Not recorded,81400,0,0.1,0.8,0.1,74.2165774669718,81.4,1
126,2000,1078.22,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NO,58410,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,54.17261783309529,29.205,0
411,1000,1595.28,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,Not recorded,38610,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,24.202647811042578,38.61,0
225,1000,1217.84,5000000,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Not recorded,57600,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,47.2968534454444,57.6,1
35,2000,1117.42,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NO,53190,0,0.1111111111111111,0.6666666666666666,0.2222222222222222,47.60072309427073,26.595,0
460,2000,1567.37,0,Single Vehicle Collision,Front Collision,Major Damage,Other,Not recorded,58300,1,0.1,0.7,0.2,37.19606729744732,29.15,0
195,2000,1294.93,6000000,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,64620,0,0.1111111111111111,0.8888888888888888,0.0,49.90231132184751,32.31,1
360,1000,1152.12,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NO,90480,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,78.53348609519843,90.48,0
300,1000,1441.21,0,Vehicle Theft,No Collision,Trivial Damage,Police,NO,7080,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,4.912538769506178,7.08,0
245,1000,1575.74,7000000,Parked Car,No Collision,Minor Damage,Police,Not recorded,6490,1,0.09090909090909091,0.7272727272727273,0.18181818181818182,4.118699785497608,6.49,1
146,2000,1233.96,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NO,55900,0,0.1,0.8,0.1,45.30130636325327,27.95,0
67,1000,1861.43,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NO,63800,1,0.1,0.8,0.1,34.27472427112489,63.8,0
380,1000,1570.86,0,Single Vehicle Collision,Side Collision,Total Loss,Police,Not recorded,58160,1,0.125,0.75,0.125,37.02430515768433,58.16,0
389,2000,791.47,0,Vehicle Theft,No Collision,Minor Damage,Police,NO,6300,1,0.1,0.7,0.2,7.959872136657106,3.15,0
317,1000,1012.78,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NO,104610,1,0.18181818181818182,0.6363636363636364,0.18181818181818182,103.28995438298544,104.61,0
264,500,1047.06,6000000,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NO,69850,0,0.18181818181818182,0.7272727272727273,0.09090909090909091,66.71059920157393,139.7,1
20,1000,1390.29,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NO,62900,0,0.2,0.7,0.1,45.24235950772861,62.9,0
116,500,951.46,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,NO,59670,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,62.714144577806735,119.34,0
222,1000,1226.78,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,YES,81500,0,0.2,0.7,0.1,66.43407946004989,81.5,0
439,500,1280.9,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,50000,0,0.3,0.6,0.1,39.035053478023265,100.0,0
66,2000,1472.77,0,Single Vehicle Collision,Front Collision,Total Loss,Other,Not recorded,48290,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,32.788554899950434,24.145,0
128,1000,1878.44,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NO,59070,0,0.09090909090909091,0.8181818181818182,0.09090909090909091,31.44630650965695,59.07,0
69,500,1418.5,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,63300,0,0.2,0.7,0.1,44.62460345435319,126.6,0
294,500,1532.8,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NO,65780,0,0.18181818181818182,0.6363636363636364,0.18181818181818182,42.91492693110647,131.56,0
19,500,1304.35,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NO,75400,1,0.15384615384615385,0.6923076923076923,0.15384615384615385,57.8065703223828,150.8,0
191,2000,1551.61,0,Vehicle Theft,No Collision,Minor Damage,Police,YES,2250,0,0.1111111111111111,0.7777777777777778,0.1111111111111111,1.4501066634012414,1.125,0
4,1000,1326.98,6000000,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,YES,54120,0,0.08333333333333333,0.75,0.16666666666666666,40.784337367556404,54.12,1
298,500,862.92,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NO,69480,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,80.51731330830205,138.96,0
231,2000,1331.69,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Not recorded,66950,0,0.15384615384615385,0.6923076923076923,0.15384615384615385,50.27446327598765,33.475,0
